,game_id,rated,turns,victory_status,winner,moves,opening_eco,opening_classification,opening_name,opening_ply,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,white_wins,black_wins,draw,win_by_mate,win_by_resign,win_by_outoftime
93,Jy3yKVMj,TRUE,34,mate,black,"['h3', 'e5', 'a3', 'd5', 'd4', 'Bd6', 'Nf3', 'e4', 'Ng5', 'Nf6']",A00,Polish (Sokolsky)  opening,Creepy Crawly Formation: Classical Defense,4,h3,e5,a3,d5,d4,Bd6,Nf3,e4,Ng5,Nf6,0,1,0,1,0,0
94,HODrTYNh,TRUE,88,mate,black,"['g3', 'd5', 'e3', 'e5', 'd3', 'Nf6', 'h3', 'Bc5', 'a3', 'Nc6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,d5,e3,e5,d3,Nf6,h3,Bc5,a3,Nc6,0,1,0,1,0,0
95,VxoIu1lO,FALSE,54,mate,black,"['g3', 'c5', 'Bg2', 'Nc6', 'Bxc6', 'bxc6', 'b3', 'Nf6', 'e3', 'e5']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Sicilian Invitation,2,g3,c5,Bg2,Nc6,Bxc6,bxc6,b3,Nf6,e3,e5,0,1,0,1,0,0
96,0sP7r3OB,TRUE,50,resign,black,"['h3', 'e5', 'e4', 'Nf6', 'd3', 'd5', 'Nc3', 'd4', 'Nce2', 'c5']",A00,Polish (Sokolsky)  opening,Clemenz Opening,1,h3,e5,e4,Nf6,d3,d5,Nc3,d4,Nce2,c5,0,1,0,0,1,0
97,5EdP4lr9,TRUE,38,resign,black,"['Nc3', 'd5', 'e4', 'd4', 'Nce2', 'e5', 'd3', 'Nf6', 'h3', 'Bd6']",A00,Polish (Sokolsky)  opening,Van Geet Opening,1,Nc3,d5,e4,d4,Nce2,e5,d3,Nf6,h3,Bd6,0,1,0,0,1,0
98,D712qGAQ,TRUE,75,resign,white,"['g3', 'g6', 'Bg2', 'Bg7', 'd4', 'd5', 'c4', 'c6', 'c5', 'Nd7']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Symmetrical Variation,2,g3,g6,Bg2,Bg7,d4,d5,c4,c6,c5,Nd7,1,0,0,0,1,0
99,2KYTGFU6,TRUE,120,mate,black,"['h4', 'c5', 'f4', 'Nc6', 'g3', 'd5', 'Bg2', 'e5', 'd3', 'exf4']",A00,Polish (Sokolsky)  opening,Kadas Opening,1,h4,c5,f4,Nc6,g3,d5,Bg2,e5,d3,exf4,0,1,0,1,0,0
100,FJZ23eFz,FALSE,77,mate,white,"['g3', 'Nf6', 'Bg2', 'Nc6', 'Nf3', 'Ng4', 'O-O', 'Na5', 'Nc3', 'e6']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Indian Defense,2,g3,Nf6,Bg2,Nc6,Nf3,Ng4,O-O,Na5,Nc3,e6,1,0,0,1,0,0
101,G80es0ce,FALSE,130,mate,black,"['g3', 'g6', 'Bg2', 'Bg7', 'Nf3', 'Nf6', 'Nc3', 'O-O', 'O-O', 'd5']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Symmetrical Variation,2,g3,g6,Bg2,Bg7,Nf3,Nf6,Nc3,O-O,O-O,d5,0,1,0,1,0,0
102,nFHD0KZX,TRUE,85,resign,white,"['g3', 'e6', 'Bg2', 'c6', 'Nf3', 'f6', 'd4', 'd5', 'Nc3', 'Na6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e6,Bg2,c6,Nf3,f6,d4,d5,Nc3,Na6,1,0,0,0,1,0
103,kIafvCfw,TRUE,51,draw,draw,"['e3', 'g6', 'd4', 'Bg7', 'c3', 'e6', 'a4', 'Ne7', 'Bc4', 'O-O']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,g6,d4,Bg7,c3,e6,a4,Ne7,Bc4,O-O,0,0,1,0,0,0
104,rdcnz22q,FALSE,53,mate,white,"['g3', 'd5', 'Bg2', 'e6', 'Nf3', 'Be7', 'd3', 'Nc6', 'O-O', 'Nh6']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Catalan Formation,4,g3,d5,Bg2,e6,Nf3,Be7,d3,Nc6,O-O,Nh6,1,0,0,1,0,0
105,INETQlCb,FALSE,26,resign,white,"['g3', 'd5', 'Bg2', 'g6', 'Nf3', 'Bg7', 'd3', 'Nc6', 'O-O', 'Nf6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,d5,Bg2,g6,Nf3,Bg7,d3,Nc6,O-O,Nf6,1,0,0,0,1,0
106,1EtunG7M,TRUE,139,mate,white,"['g3', 'Nc6', 'Bg2', 'b6', 'Nf3', 'Bb7', 'O-O', 'e5', 'd3', 'd5']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,Nc6,Bg2,b6,Nf3,Bb7,O-O,e5,d3,d5,1,0,0,1,0,0
107,wx7M6nr5,TRUE,60,mate,black,"['g3', 'g6', 'Bg2', 'Bg7', 'Nf3', 'Nc6', 'Nc3', 'd6', 'O-O', 'Nh6']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Symmetrical Variation,2,g3,g6,Bg2,Bg7,Nf3,Nc6,Nc3,d6,O-O,Nh6,0,1,0,1,0,0
108,P1GszRib,TRUE,43,mate,white,"['g3', 'b6', 'Bg2', 'Nc6', 'Nf3', 'Bb7', 'd4', 'g6', 'd5', 'Nb4']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,b6,Bg2,Nc6,Nf3,Bb7,d4,g6,d5,Nb4,1,0,0,1,0,0
109,5JMfNcsm,TRUE,64,draw,draw,"['e3', 'd5', 'b3', 'Nf6', 'Bb2', 'Bf5', 'h4', 'Nbd7', 'Be2', 'h5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,d5,b3,Nf6,Bb2,Bf5,h4,Nbd7,Be2,h5,0,0,1,0,0,0
111,ZuTkvEXq,FALSE,68,resign,white,"['e3', 'e6', 'd4', 'd5', 'a3', 'Nf6', 'f3', 'a6', 'b4', 'b5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e6,d4,d5,a3,Nf6,f3,a6,b4,b5,1,0,0,0,1,0
112,QQowlrwT,FALSE,17,resign,white,"['e3', 'e5', 'Qh5', 'g6', 'Qxe5+', 'Ne7', 'Qxh8', 'Nf5', 'b3', 'Qg5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Qh5,g6,Qxe5+,Ne7,Qxh8,Nf5,b3,Qg5,1,0,0,0,1,0
113,2swhtNHH,FALSE,74,resign,black,"['g3', 'd5', 'Bg2', 'c6', 'Nf3', 'a6', 'd4', 'b5', 'b4', 'f6']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Slav Formation,4,g3,d5,Bg2,c6,Nf3,a6,d4,b5,b4,f6,0,1,0,0,1,0
114,SoLU0eKY,TRUE,83,resign,white,"['g3', 'd5', 'Bg2', 'Bf5', 'd3', 'e6', 'b3', 'Bd6', 'Bb2', 'c6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,d5,Bg2,Bf5,d3,e6,b3,Bd6,Bb2,c6,1,0,0,0,1,0
115,S7ByAe2a,FALSE,25,mate,white,"['c3', 'd5', 'd4', 'Nc6', 'e3', 'Nf6', 'Nf3', 'e6', 'Be2', 'Bd6']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d5,d4,Nc6,e3,Nf6,Nf3,e6,Be2,Bd6,1,0,0,1,0,0
116,PX5Kg18P,TRUE,24,resign,black,"['g3', 'e5', 'Bg2', 'd5', 'd4', 'exd4', 'Qxd4', 'Nf6', 'Nc3', 'Be6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e5,Bg2,d5,d4,exd4,Qxd4,Nf6,Nc3,Be6,0,1,0,0,1,0
117,CEqCXKo5,FALSE,50,resign,black,"['d3', 'd5', 'Bf4', 'Nc6', 'Nf3', 'e6', 'e4', 'dxe4', 'dxe4', 'Qxd1+']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,d5,Bf4,Nc6,Nf3,e6,e4,dxe4,dxe4,Qxd1+,0,1,0,0,1,0
118,VppaVrA9,TRUE,49,mate,white,"['h4', 'e6', 'g3', 'd5', 'Bh3', 'c5', 'd3', 'Nc6', 'c3', 'Qb6']",A00,Polish (Sokolsky)  opening,Kadas Opening,1,h4,e6,g3,d5,Bh3,c5,d3,Nc6,c3,Qb6,1,0,0,1,0,0
119,lTkm7eW2,TRUE,52,mate,black,"['e3', 'e5', 'd3', 'd5', 'c4', 'Nf6', 'cxd5', 'Nxd5', 'e4', 'Nf6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,d3,d5,c4,Nf6,cxd5,Nxd5,e4,Nf6,0,1,0,1,0,0
120,dQCCZY4f,TRUE,12,resign,white,"['g3', 'd5', 'Bg2', 'e5', 'Nf3', 'e4', 'Nd4', 'Bc5', 'c3', 'Na6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,d5,Bg2,e5,Nf3,e4,Nd4,Bc5,c3,Na6,1,0,0,0,1,0
121,B2bX359F,FALSE,62,mate,black,"['d3', 'e5', 'c4', 'Nf6', 'Nh3', 'Bc5', 'a4', 'd6', 'e4', 'O-O']",A00,Polish (Sokolsky)  opening,Mieses Opening: Reversed Rat,2,d3,e5,c4,Nf6,Nh3,Bc5,a4,d6,e4,O-O,0,1,0,1,0,0
122,uWM6iOnB,TRUE,102,mate,black,"['e3', 'e5', 'Qh5', 'Bc5', 'Qxe5+', 'Qe7', 'Qxg7', 'Qf6', 'Qg3', 'd5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Qh5,Bc5,Qxe5+,Qe7,Qxg7,Qf6,Qg3,d5,0,1,0,1,0,0
123,0yWiB7WD,FALSE,48,mate,black,"['Nc3', 'd5', 'e4', 'd4', 'Nd5', 'e6', 'Nf4', 'e5', 'Nd5', 'c6']",A00,Polish (Sokolsky)  opening,Van Geet Opening,1,Nc3,d5,e4,d4,Nd5,e6,Nf4,e5,Nd5,c6,0,1,0,1,0,0
124,5JCjRFRS,TRUE,35,resign,white,"['e3', 'e6', 'b3', 'Nf6', 'Bb2', 'Bd6', 'f4', 'O-O', 'Nf3', 'Nc6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e6,b3,Nf6,Bb2,Bd6,f4,O-O,Nf3,Nc6,1,0,0,0,1,0
125,0A3uCQ1O,TRUE,42,resign,black,"['c3', 'd5', 'd4', 'e6', 'Bf4', 'g5', 'Be5', 'Nf6', 'Qd2', 'h6']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d5,d4,e6,Bf4,g5,Be5,Nf6,Qd2,h6,0,1,0,0,1,0
126,wjrmdeFc,TRUE,70,mate,black,"['a4', 'e5', 'a5', 'd5', 'c3', 'Nf6', 'b4', 'Nc6', 'Nf3', 'Bg4']",A00,Polish (Sokolsky)  opening,Ware Opening,1,a4,e5,a5,d5,c3,Nf6,b4,Nc6,Nf3,Bg4,0,1,0,1,0,0
127,6vUqSQzl,TRUE,42,mate,black,"['c3', 'g6', 'd4', 'Bg7', 'e3', 'Nf6', 'Qd3', 'O-O', 'Nf3', 'Nc6']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,g6,d4,Bg7,e3,Nf6,Qd3,O-O,Nf3,Nc6,0,1,0,1,0,0
128,BQMmWcVs,TRUE,34,mate,black,"['c3', 'e6', 'd4', 'd5', 'e3', 'Nf6', 'Nf3', 'Be7', 'c4', 'c5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e6,d4,d5,e3,Nf6,Nf3,Be7,c4,c5,0,1,0,1,0,0
129,d10lrIuX,TRUE,86,resign,black,"['c3', 'd5', 'd3', 'e5', 'd4', 'e4', 'e3', 'Be6', 'f3', 'f5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d5,d3,e5,d4,e4,e3,Be6,f3,f5,0,1,0,0,1,0
130,TOnjgl2a,TRUE,34,mate,black,"['e3', 'e5', 'c4', 'Bc5', 'Bd3', 'Qe7', 'Nf3', 'e4', 'Qa4', 'exd3']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,c4,Bc5,Bd3,Qe7,Nf3,e4,Qa4,exd3,0,1,0,1,0,0
131,VGdvtl9I,TRUE,82,mate,black,"['e4', 'd5', 'd3', 'dxe4', 'Nc3', 'f5', 'dxe4', 'Qxd1+', 'Nxd1', 'fxe4']",A00,Polish (Sokolsky)  opening,Van Geet Opening: Dunst-Perrenet Gambit,5,e4,d5,d3,dxe4,Nc3,f5,dxe4,Qxd1+,Nxd1,fxe4,0,1,0,1,0,0
132,Xy8XJUfE,TRUE,88,resign,black,"['g3', 'e5', 'Bh3', 'd6', 'Nf3', 'Bxh3', 'Nc3', 'Bg2', 'Rg1', 'Bxf3']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e5,Bh3,d6,Nf3,Bxh3,Nc3,Bg2,Rg1,Bxf3,0,1,0,0,1,0
133,Djt656LI,TRUE,26,mate,black,"['d3', 'd5', 'c4', 'dxc4', 'dxc4', 'Qxd1+', 'Kxd1', 'f5', 'Bf4', 'Nf6']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,d5,c4,dxc4,dxc4,Qxd1+,Kxd1,f5,Bf4,Nf6,0,1,0,1,0,0
134,P1u6ph3R,FALSE,59,resign,white,"['e3', 'e5', 'Be2', 'd5', 'Nf3', 'Nc6', 'O-O', 'Nf6', 'd3', 'Bd6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Be2,d5,Nf3,Nc6,O-O,Nf6,d3,Bd6,1,0,0,0,1,0
135,BQaQgpCA,TRUE,106,mate,black,"['e3', 'e5', 'Be2', 'Qf6', 'Nf3', 'Qg6', 'd3', 'Qxg2', 'Rf1', 'f5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Be2,Qf6,Nf3,Qg6,d3,Qxg2,Rf1,f5,0,1,0,1,0,0
136,lvJYNNi6,TRUE,124,mate,black,"['e3', 'e5', 'Be2', 'Qe7', 'Nf3', 'Nc6', 'O-O', 'b6', 'Nc3', 'Bb7']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Be2,Qe7,Nf3,Nc6,O-O,b6,Nc3,Bb7,0,1,0,1,0,0
137,R2Vnrli7,TRUE,88,mate,black,"['e3', 'c5', 'Be2', 'd5', 'Nf3', 'f5', 'O-O', 'Nc6', 'Nc3', 'e5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,c5,Be2,d5,Nf3,f5,O-O,Nc6,Nc3,e5,0,1,0,1,0,0
138,ggLb1uR2,TRUE,28,mate,black,"['e3', 'e5', 'Be2', 'd5', 'Nf3', 'e4', 'Ne5', 'Qg5', 'Rg1', 'Qxe5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Be2,d5,Nf3,e4,Ne5,Qg5,Rg1,Qxe5,0,1,0,1,0,0
139,xnm3oh0t,TRUE,76,resign,white,"['e3', 'e5', 'Bc4', 'Nf6', 'd4', 'Nc6', 'd5', 'Nb4', 'c3', 'Na6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Bc4,Nf6,d4,Nc6,d5,Nb4,c3,Na6,1,0,0,0,1,0
140,HIZAAqDg,TRUE,61,resign,white,"['d3', 'd5', 'e3', 'e5', 'Nf3', 'Nc6', 'e4', 'dxe4', 'dxe4', 'Qxd1+']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,d5,e3,e5,Nf3,Nc6,e4,dxe4,dxe4,Qxd1+,1,0,0,0,1,0
141,XViv0SVq,TRUE,59,outoftime,white,"['g3', 'b6', 'Bg2', 'c6', 'b4', 'Nf6', 'b5', 'Bb7', 'bxc6', 'Nxc6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,b6,Bg2,c6,b4,Nf6,b5,Bb7,bxc6,Nxc6,1,0,0,0,0,1
142,A6wCNlRk,TRUE,163,mate,white,"['g3', 'e6', 'Bg2', 'g6', 'd3', 'Bg7', 'Nf3', 'd5', 'O-O', 'c6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e6,Bg2,g6,d3,Bg7,Nf3,d5,O-O,c6,1,0,0,1,0,0
143,4NeAvfza,TRUE,19,resign,white,"['g3', 'e6', 'Bg2', 'Bc5', 'd3', 'Bxf2+', 'Kxf2', 'Qf6+', 'Bf3', 'd5']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e6,Bg2,Bc5,d3,Bxf2+,Kxf2,Qf6+,Bf3,d5,1,0,0,0,1,0
144,iUWGyazS,TRUE,53,resign,white,"['g3', 'e6', 'Bg2', 'g5', 'd3', 'f6', 'Nf3', 'Bg7', 'Nc3', 'g4']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e6,Bg2,g5,d3,f6,Nf3,Bg7,Nc3,g4,1,0,0,0,1,0
145,nZzmL2rR,TRUE,71,resign,white,"['g3', 'd5', 'Bg2', 'Be6', 'd3', 'Nc6', 'Nc3', 'Nf6', 'Bg5', 'h6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,d5,Bg2,Be6,d3,Nc6,Nc3,Nf6,Bg5,h6,1,0,0,0,1,0
146,qKYTCDyL,TRUE,42,resign,black,"['e3', 'd6', 'Nc3', 'e5', 'd4', 'g6', 'Bd3', 'Nd7', 'Nf3', 'Bg7']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,d6,Nc3,e5,d4,g6,Bd3,Nd7,Nf3,Bg7,0,1,0,0,1,0
147,xHR8W1CE,TRUE,73,outoftime,white,"['g3', 'e5', 'Bh3', 'd6', 'Bxc8', 'Qxc8', 'Nf3', 'f6', 'e4', 'g6']",A00,Polish (Sokolsky)  opening,Hungarian Opening,1,g3,e5,Bh3,d6,Bxc8,Qxc8,Nf3,f6,e4,g6,1,0,0,0,0,1
148,K4hX08Y0,TRUE,69,resign,white,"['e3', 'e5', 'Qh5', 'h6', 'Qxe5+', 'Ne7', 'Bc4', 'd6', 'Qf4', 'g5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Qh5,h6,Qxe5+,Ne7,Bc4,d6,Qf4,g5,1,0,0,0,1,0
149,B5A0ww5g,TRUE,36,mate,black,"['e3', 'd5', 'Nc3', 'e6', 'f4', 'Nf6', 'Nf3', 'Nc6', 'g3', 'Bd6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,d5,Nc3,e6,f4,Nf6,Nf3,Nc6,g3,Bd6,0,1,0,1,0,0
150,EvgJE1oF,FALSE,58,mate,black,"['c3', 'g6', 'Qb3', 'Bg7', 'e3', 'e6', 'd4', 'd5', 'Nf3', 'Nd7']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,g6,Qb3,Bg7,e3,e6,d4,d5,Nf3,Nd7,0,1,0,1,0,0
151,U75VXk4m,FALSE,60,mate,black,"['Nc3', 'g6', 'b4', 'Bg7', 'd4', 'd5', 'Be3', 'e6', 'Bf4', 'Ne7']",A00,Polish (Sokolsky)  opening,Van Geet Opening,1,Nc3,g6,b4,Bg7,d4,d5,Be3,e6,Bf4,Ne7,0,1,0,1,0,0
152,XJKd5Mg5,TRUE,78,resign,black,"['d3', 'Nf6', 'd4', 'd6', 'e3', 'Nbd7', 'Nf3', 'e5', 'Nc3', 'Be7']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,Nf6,d4,d6,e3,Nbd7,Nf3,e5,Nc3,Be7,0,1,0,0,1,0
153,mFbRQBEx,TRUE,28,mate,black,"['a3', 'e5', 'Ra2', 'd5', 'Nc3', 'Be6', 'Nxd5', 'Bxd5', 'e3', 'Bxa2']",A00,Polish (Sokolsky)  opening,Anderssen Opening,1,a3,e5,Ra2,d5,Nc3,Be6,Nxd5,Bxd5,e3,Bxa2,0,1,0,1,0,0
154,9K1wFhnL,FALSE,73,resign,white,"['a4', 'e5', 'Nc3', 'Nf6', 'e4', 'Nc6', 'Bb5', 'a6', 'Bc4', 'Bc5']",A00,Polish (Sokolsky)  opening,Ware Opening,1,a4,e5,Nc3,Nf6,e4,Nc6,Bb5,a6,Bc4,Bc5,1,0,0,0,1,0
155,9bn2DLFR,FALSE,40,mate,black,"['g4', 'e5', 'Nf3', 'Nc6', 'e3', 'e4', 'd3', 'exf3', 'Qxf3', 'd5']",A00,Polish (Sokolsky)  opening,Grob Opening,1,g4,e5,Nf3,Nc6,e3,e4,d3,exf3,Qxf3,d5,0,1,0,1,0,0
156,UqlQbYEC,TRUE,71,resign,white,"['c3', 'd5', 'e3', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Bg4', 'Bxc6+', 'bxc6']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d5,e3,e5,Nf3,Nc6,Bb5,Bg4,Bxc6+,bxc6,1,0,0,0,1,0
157,ahVvm7tN,FALSE,45,mate,white,"['d3', 'd5', 'f3', 'e6', 'e4', 'c6', 'Nc3', 'Qh4+', 'g3', 'Qd8']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,d5,f3,e6,e4,c6,Nc3,Qh4+,g3,Qd8,1,0,0,1,0,0
158,yEmVT4Ff,FALSE,65,resign,white,"['e3', 'b6', 'g3', 'Bb7', 'Nf3', 'Nf6', 'Bg2', 'e6', 'O-O', 'd5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,b6,g3,Bb7,Nf3,Nf6,Bg2,e6,O-O,d5,1,0,0,0,1,0
159,6fzgRCRH,FALSE,40,mate,black,"['Nc3', 'b6', 'b4', 'Bb7', 'Ba3', 'e6', 'Qb1', 'Nf6', 'Nf3', 'Be7']",A00,Polish (Sokolsky)  opening,Van Geet Opening,1,Nc3,b6,b4,Bb7,Ba3,e6,Qb1,Nf6,Nf3,Be7,0,1,0,1,0,0
160,YlviywCr,TRUE,128,mate,black,"['d3', 'd5', 'e4', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'e5', 'Bb5+', 'Bd7']",A00,Polish (Sokolsky)  opening,Mieses Opening,1,d3,d5,e4,dxe4,dxe4,Qxd1+,Kxd1,e5,Bb5+,Bd7,0,1,0,1,0,0
161,dUZ1CBAL,TRUE,31,resign,white,"['g3', 'e5', 'Nf3', 'Nc6', 'd3', 'd5', 'h4', 'Nf6', 'Ng5', 'h6']",A00,Polish (Sokolsky)  opening,Hungarian Opening: Reversed Alekhine,3,g3,e5,Nf3,Nc6,d3,d5,h4,Nf6,Ng5,h6,1,0,0,0,1,0
162,41CNa7P6,FALSE,28,resign,black,"['e3', 'e5', 'Ba6', 'Nxa6', 'Qe2', 'd5', 'Nf3', 'e4', 'Ne5', 'Qg5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Ba6,Nxa6,Qe2,d5,Nf3,e4,Ne5,Qg5,0,1,0,0,1,0
163,x7v6O3Gr,FALSE,68,mate,black,"['a3', 'e5', 'Ra2', 'd5', 'b3', 'Nc6', 'Bb2', 'Be6', 'c3', 'Nf6']",A00,Polish (Sokolsky)  opening,Anderssen Opening,1,a3,e5,Ra2,d5,b3,Nc6,Bb2,Be6,c3,Nf6,0,1,0,1,0,0
164,vhJQ8eC2,TRUE,31,resign,black,"['e3', 'e6', 'Qe2', 'Nf6', 'Qc4', 'd5', 'Qb5+', 'c6', 'Qd3', 'b5']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e6,Qe2,Nf6,Qc4,d5,Qb5+,c6,Qd3,b5,0,1,0,0,1,0
165,6Iob1Y3v,TRUE,54,mate,black,"['e3', 'e5', 'Bb5', 'a6', 'Bc4', 'd6', 'Qe2', 'Nc6', 'Qh5', 'g6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,e5,Bb5,a6,Bc4,d6,Qe2,Nc6,Qh5,g6,0,1,0,1,0,0
166,2sgLprJd,TRUE,90,resign,black,"['c3', 'g6', 'Qa4', 'Bg7', 'g4', 'e6', 'd3', 'c6', 'g5', 'b5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,g6,Qa4,Bg7,g4,e6,d3,c6,g5,b5,0,1,0,0,1,0
167,B2e3LUas,TRUE,61,resign,white,"['c3', 'e5', 'Qa4', 'c6', 'g4', 'Nf6', 'g5', 'Nd5', 'd3', 'f6']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e5,Qa4,c6,g4,Nf6,g5,Nd5,d3,f6,1,0,0,0,1,0
168,dBYHOLtU,TRUE,92,outoftime,black,"['c3', 'e6', 'Qa4', 'g6', 'g4', 'Bg7', 'd3', 'c6', 'g5', 'b5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e6,Qa4,g6,g4,Bg7,d3,c6,g5,b5,0,1,0,0,0,1
169,6g4Q4c6V,TRUE,16,resign,black,"['c3', 'e5', 'Qa4', 'Bc5', 'g4', 'Nh6', 'd3', 'Nxg4', 'Qxg4', 'O-O']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e5,Qa4,Bc5,g4,Nh6,d3,Nxg4,Qxg4,O-O,0,1,0,0,1,0
170,oa65Z5Gw,TRUE,79,resign,white,"['c3', 'e5', 'Qa4', 'Nf6', 'g4', 'Bc5', 'g5', 'Bxf2+', 'Kxf2', 'Nh5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e5,Qa4,Nf6,g4,Bc5,g5,Bxf2+,Kxf2,Nh5,1,0,0,0,1,0
171,Hq0eZEiX,TRUE,61,outoftime,white,"['c3', 'Nf6', 'Qa4', 'Nc6', 'g4', 'd5', 'g5', 'Ne4', 'd3', 'Nc5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,Nf6,Qa4,Nc6,g4,d5,g5,Ne4,d3,Nc5,1,0,0,0,0,1
172,CcoJT5wh,TRUE,47,resign,white,"['c3', 'd6', 'Qa4+', 'Nc6', 'g4', 'Bd7', 'g5', 'h6', 'd3', 'Ne5']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d6,Qa4+,Nc6,g4,Bd7,g5,h6,d3,Ne5,1,0,0,0,1,0
173,oxceeF8v,TRUE,54,resign,white,"['c3', 'e5', 'Nf3', 'Nc6', 'g4', 'd6', 'Bg2', 'Bxg4', 'O-O', 'e4']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e5,Nf3,Nc6,g4,d6,Bg2,Bxg4,O-O,e4,1,0,0,0,1,0
174,NgcbSmNq,TRUE,76,mate,black,"['e3', 'd5', 'd3', 'e5', 'Nf3', 'Nc6', 'a3', 'Be6', 'Be2', 'Bd6']",A00,Polish (Sokolsky)  opening,Van't Kruijs Opening,1,e3,d5,d3,e5,Nf3,Nc6,a3,Be6,Be2,Bd6,0,1,0,1,0,0
175,tf2SJbxC,TRUE,66,mate,black,"['c3', 'd5', 'd4', 'Nc6', 'e3', 'Nf6', 'Nf3', 'e6', 'Bb5', 'Bd7']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,d5,d4,Nc6,e3,Nf6,Nf3,e6,Bb5,Bd7,0,1,0,1,0,0
176,MP0BQYg6,TRUE,46,resign,white,"['c3', 'e5', 'Na3', 'Nf6', 'e3', 'd5', 'c4', 'd4', 'exd4', 'Qxd4']",A00,Polish (Sokolsky)  opening,Saragossa Opening,1,c3,e5,Na3,Nf6,e3,d5,c4,d4,exd4,Qxd4,1,0,0,0,1,0
